community,community_slug,code,label,slug,n,quality,price_median,psf_median,sqft_median,rent_median,n_rents,yield_pct,url
Jumeirah Village Circle,jumeirah-village-circle,Studio,Studios,studio,4193,ok,715258.0,1753.06,407.09,48000.0,7498,7.87,https://datadubai.ae/communities/jumeirah-village-circle/studio/
Jumeirah Village Circle,jumeirah-village-circle,1 B/R,1-bedroom apartments,1-bedroom,6981,ok,1124681.0,1453.52,775.11,70000.0,15358,7.0,https://datadubai.ae/communities/jumeirah-village-circle/1-bedroom/
Jumeirah Village Circle,jumeirah-village-circle,2 B/R,2-bedroom apartments,2-bedroom,1621,ok,1650677.5,1315.61,1234.19,95000.0,4673,6.33,https://datadubai.ae/communities/jumeirah-village-circle/2-bedroom/
Jumeirah Village Circle,jumeirah-village-circle,3 B/R,3-bedroom apartments,3-bedroom,293,ok,2453040.0,1574.73,1566.47,150000.0,883,5.68,https://datadubai.ae/communities/jumeirah-village-circle/3-bedroom/
Jumeirah Village Circle,jumeirah-village-circle,4 B/R,4-bedroom apartments,4-bedroom,108,ok,3575000.0,1617.06,2034.54,200000.0,387,5.71,https://datadubai.ae/communities/jumeirah-village-circle/4-bedroom/
Jumeirah Village Circle,jumeirah-village-circle,5 B/R,5-bedroom apartments,5-bedroom,2,insufficient,,,,205000.0,34,,
Dubai World Central,dubai-world-central,Studio,Studios,studio,5880,ok,650000.0,1762.84,365.43,54000.0,97,,https://datadubai.ae/communities/dubai-world-central/studio/
Dubai World Central,dubai-world-central,1 B/R,1-bedroom apartments,1-bedroom,3328,ok,1180000.0,1601.85,740.23,67750.0,280,,https://datadubai.ae/communities/dubai-world-central/1-bedroom/
Dubai World Central,dubai-world-central,2 B/R,2-bedroom apartments,2-bedroom,1495,ok,2010888.0,1706.1,1153.68,86000.0,847,5.46,https://datadubai.ae/communities/dubai-world-central/2-bedroom/
Dubai World Central,dubai-world-central,3 B/R,3-bedroom apartments,3-bedroom,589,ok,2910888.0,1596.98,1856.56,110000.0,1200,4.83,https://datadubai.ae/communities/dubai-world-central/3-bedroom/
Dubai World Central,dubai-world-central,4 B/R,4-bedroom apartments,4-bedroom,434,ok,4390000.0,1256.69,3422.17,145000.0,453,4.5,https://datadubai.ae/communities/dubai-world-central/4-bedroom/
Dubai World Central,dubai-world-central,5 B/R,5-bedroom apartments,5-bedroom,329,ok,5725000.0,1373.27,3918.06,240000.0,13,,https://datadubai.ae/communities/dubai-world-central/5-bedroom/
Business Bay,business-bay,Studio,Studios,studio,2037,ok,1175000.0,2619.22,457.9,67000.0,3924,6.66,https://datadubai.ae/communities/business-bay/studio/
Business Bay,business-bay,1 B/R,1-bedroom apartments,1-bedroom,2533,ok,1948240.0,2372.18,829.14,87000.0,6635,6.0,https://datadubai.ae/communities/business-bay/1-bedroom/
Business Bay,business-bay,2 B/R,2-bedroom apartments,2-bedroom,1258,ok,2735000.0,2202.9,1377.89,130000.0,3083,5.73,https://datadubai.ae/communities/business-bay/2-bedroom/
Business Bay,business-bay,3 B/R,3-bedroom apartments,3-bedroom,307,ok,4200000.0,2273.53,2014.04,186000.0,737,5.31,https://datadubai.ae/communities/business-bay/3-bedroom/
Business Bay,business-bay,4 B/R,4-bedroom apartments,4-bedroom,66,ok,6700000.0,2536.0,4435.27,300000.0,80,5.5,https://datadubai.ae/communities/business-bay/4-bedroom/
Business Bay,business-bay,5 B/R,5-bedroom apartments,5-bedroom,8,low,,,12843.93,,2,,
Dubai Land Residence Complex,dubai-land-residence-complex,Studio,Studios,studio,3523,ok,697003.0,1618.63,425.28,38000.0,1865,8.94,https://datadubai.ae/communities/dubai-land-residence-complex/studio/
Dubai Land Residence Complex,dubai-land-residence-complex,1 B/R,1-bedroom apartments,1-bedroom,2684,ok,1046400.0,1308.45,799.87,51000.0,3497,7.61,https://datadubai.ae/communities/dubai-land-residence-complex/1-bedroom/
Dubai Land Residence Complex,dubai-land-residence-complex,2 B/R,2-bedroom apartments,2-bedroom,1033,ok,1445135.5,1170.68,1244.85,65000.0,1897,7.14,https://datadubai.ae/communities/dubai-land-residence-complex/2-bedroom/
Dubai Land Residence Complex,dubai-land-residence-complex,3 B/R,3-bedroom apartments,3-bedroom,166,ok,1792312.0,1160.2,1477.45,89532.0,141,,https://datadubai.ae/communities/dubai-land-residence-complex/3-bedroom/
Dubai Land Residence Complex,dubai-land-residence-complex,4 B/R,4-bedroom apartments,4-bedroom,3,insufficient,,,,,1,,
Majan,majan,Studio,Studios,studio,3370,ok,694999.0,1830.27,385.89,39000.0,591,7.61,https://datadubai.ae/communities/majan/studio/
Majan,majan,1 B/R,1-bedroom apartments,1-bedroom,1735,ok,1100000.0,1357.78,795.13,57750.0,1431,7.22,https://datadubai.ae/communities/majan/1-bedroom/
Majan,majan,2 B/R,2-bedroom apartments,2-bedroom,727,ok,1475000.0,1211.55,1248.94,80000.0,783,7.19,https://datadubai.ae/communities/majan/2-bedroom/
Majan,majan,3 B/R,3-bedroom apartments,3-bedroom,82,ok,2130726.0,1140.99,1874.21,115500.0,34,6.98,https://datadubai.ae/communities/majan/3-bedroom/
Majan,majan,4 B/R,4-bedroom apartments,4-bedroom,17,low,2673916.0,1243.78,2232.97,,0,,
Majan,majan,5 B/R,5-bedroom apartments,5-bedroom,2,insufficient,,,,,1,,
Palm Deira,palm-deira,Studio,Studios,studio,42,ok,1168000.0,3222.56,342.4,,0,,https://datadubai.ae/communities/palm-deira/studio/
Palm Deira,palm-deira,1 B/R,1-bedroom apartments,1-bedroom,2367,ok,2300000.0,2721.33,836.57,,2,,https://datadubai.ae/communities/palm-deira/1-bedroom/
Palm Deira,palm-deira,2 B/R,2-bedroom apartments,2-bedroom,2106,ok,3467828.0,2679.1,1302.43,,1,,https://datadubai.ae/communities/palm-deira/2-bedroom/
Palm Deira,palm-deira,3 B/R,3-bedroom apartments,3-bedroom,597,ok,5524414.0,2795.88,1844.72,,0,,https://datadubai.ae/communities/palm-deira/3-bedroom/
Palm Deira,palm-deira,4 B/R,4-bedroom apartments,4-bedroom,76,ok,7600000.0,2584.49,3161.84,,0,,https://datadubai.ae/communities/palm-deira/4-bedroom/
Palm Deira,palm-deira,5 B/R,5-bedroom apartments,5-bedroom,4,insufficient,,,,,0,,
Jumeirah Village Triangle,jumeirah-village-triangle,Studio,Studios,studio,1568,ok,781999.0,1931.06,389.12,48000.0,842,8.24,https://datadubai.ae/communities/jumeirah-village-triangle/studio/
Jumeirah Village Triangle,jumeirah-village-triangle,1 B/R,1-bedroom apartments,1-bedroom,2288,ok,1246333.0,1614.54,760.47,70000.0,1217,7.22,https://datadubai.ae/communities/jumeirah-village-triangle/1-bedroom/
Jumeirah Village Triangle,jumeirah-village-triangle,2 B/R,2-bedroom apartments,2-bedroom,668,ok,1757792.0,1390.76,1215.03,84000.0,430,5.09,https://datadubai.ae/communities/jumeirah-village-triangle/2-bedroom/
Jumeirah Village Triangle,jumeirah-village-triangle,3 B/R,3-bedroom apartments,3-bedroom,68,ok,2801499.5,1558.04,1780.67,180000.0,76,6.92,https://datadubai.ae/communities/jumeirah-village-triangle/3-bedroom/
Jumeirah Village Triangle,jumeirah-village-triangle,4 B/R,4-bedroom apartments,4-bedroom,14,low,3925000.0,1628.36,2262.9,220000.0,27,,
Motor City,motor-city,Studio,Studios,studio,1023,ok,807715.0,1940.0,416.35,52386.0,170,8.73,https://datadubai.ae/communities/motor-city/studio/
Motor City,motor-city,1 B/R,1-bedroom apartments,1-bedroom,2132,ok,1161960.0,1856.4,746.8,72000.0,938,7.77,https://datadubai.ae/communities/motor-city/1-bedroom/
Motor City,motor-city,2 B/R,2-bedroom apartments,2-bedroom,776,ok,1934588.0,1619.9,1187.47,112875.0,580,7.78,https://datadubai.ae/communities/motor-city/2-bedroom/
Motor City,motor-city,3 B/R,3-bedroom apartments,3-bedroom,115,ok,2700000.0,1109.28,2270.0,180000.0,209,7.28,https://datadubai.ae/communities/motor-city/3-bedroom/
Motor City,motor-city,4 B/R,4-bedroom apartments,4-bedroom,63,ok,4603009.0,1099.77,3862.63,275000.0,38,6.11,https://datadubai.ae/communities/motor-city/4-bedroom/
Motor City,motor-city,5 B/R,5-bedroom apartments,5-bedroom,4,insufficient,,,,447500.0,10,,
Dubai Science Park,dubai-science-park,Studio,Studios,studio,2050,ok,865000.0,2016.56,426.36,47000.0,382,7.83,https://datadubai.ae/communities/dubai-science-park/studio/
Dubai Science Park,dubai-science-park,1 B/R,1-bedroom apartments,1-bedroom,1565,ok,1395025.0,1562.41,904.06,70000.0,557,7.11,https://datadubai.ae/communities/dubai-science-park/1-bedroom/
Dubai Science Park,dubai-science-park,2 B/R,2-bedroom apartments,2-bedroom,393,ok,2300000.0,1455.48,1560.23,110000.0,289,6.38,https://datadubai.ae/communities/dubai-science-park/2-bedroom/
Dubai Science Park,dubai-science-park,3 B/R,3-bedroom apartments,3-bedroom,41,ok,3518136.0,1368.57,2556.75,102612.5,24,,https://datadubai.ae/communities/dubai-science-park/3-bedroom/
Dubai Science Park,dubai-science-park,4 B/R,4-bedroom apartments,4-bedroom,8,low,8613000.0,1946.75,4309.76,,0,,
Arjan,arjan,Studio,Studios,studio,1759,ok,715000.0,1699.79,429.16,47000.0,3986,7.97,https://datadubai.ae/communities/arjan/studio/
Arjan,arjan,1 B/R,1-bedroom apartments,1-bedroom,1483,ok,1175000.0,1521.68,774.03,68000.0,4593,7.08,https://datadubai.ae/communities/arjan/1-bedroom/
Arjan,arjan,2 B/R,2-bedroom apartments,2-bedroom,521,ok,1681500.0,1367.6,1224.99,93500.0,2326,6.45,https://datadubai.ae/communities/arjan/2-bedroom/
Arjan,arjan,3 B/R,3-bedroom apartments,3-bedroom,72,ok,2287500.0,1240.93,1819.32,150000.0,171,7.14,https://datadubai.ae/communities/arjan/3-bedroom/
Dubai Creek Harbour,dubai-creek-harbour,1 B/R,1-bedroom apartments,1-bedroom,1709,ok,1948888.0,2612.22,754.87,100000.0,2391,5.77,https://datadubai.ae/communities/dubai-creek-harbour/1-bedroom/
Dubai Creek Harbour,dubai-creek-harbour,2 B/R,2-bedroom apartments,2-bedroom,1701,ok,3112388.0,2496.23,1205.34,150000.0,2467,5.66,https://datadubai.ae/communities/dubai-creek-harbour/2-bedroom/
Dubai Creek Harbour,dubai-creek-harbour,3 B/R,3-bedroom apartments,3-bedroom,606,ok,4270000.0,2340.23,1834.82,215000.0,913,5.38,https://datadubai.ae/communities/dubai-creek-harbour/3-bedroom/
Dubai Creek Harbour,dubai-creek-harbour,4 B/R,4-bedroom apartments,4-bedroom,18,low,7004944.0,2583.64,3077.29,442500.0,36,,
Dubai Creek Harbour,dubai-creek-harbour,5 B/R,5-bedroom apartments,5-bedroom,1,insufficient,,,,,0,,
International Media Production Zone,international-media-production-zone,Studio,Studios,studio,1387,ok,683433.0,1573.71,420.12,37846.15,2639,9.12,https://datadubai.ae/communities/international-media-production-zone/studio/
International Media Production Zone,international-media-production-zone,1 B/R,1-bedroom apartments,1-bedroom,1493,ok,1069300.0,1314.11,797.82,56000.0,2537,8.62,https://datadubai.ae/communities/international-media-production-zone/1-bedroom/
International Media Production Zone,international-media-production-zone,2 B/R,2-bedroom apartments,2-bedroom,569,ok,1512405.0,1225.55,1214.49,77000.0,921,7.5,https://datadubai.ae/communities/international-media-production-zone/2-bedroom/
International Media Production Zone,international-media-production-zone,3 B/R,3-bedroom apartments,3-bedroom,81,ok,2000000.0,1139.07,1735.79,90000.0,95,,https://datadubai.ae/communities/international-media-production-zone/3-bedroom/
Dubai Sports City,dubai-sports-city,Studio,Studios,studio,1052,ok,620000.0,1400.73,430.02,40000.0,3422,8.51,https://datadubai.ae/communities/dubai-sports-city/studio/
Dubai Sports City,dubai-sports-city,1 B/R,1-bedroom apartments,1-bedroom,1068,ok,1008864.0,1253.13,782.21,56000.0,3313,8.0,https://datadubai.ae/communities/dubai-sports-city/1-bedroom/
Dubai Sports City,dubai-sports-city,2 B/R,2-bedroom apartments,2-bedroom,818,ok,1593841.0,1291.45,1209.43,80000.0,1399,7.55,https://datadubai.ae/communities/dubai-sports-city/2-bedroom/
Dubai Sports City,dubai-sports-city,3 B/R,3-bedroom apartments,3-bedroom,81,ok,2255250.0,1315.84,1612.22,105000.0,95,5.53,https://datadubai.ae/communities/dubai-sports-city/3-bedroom/
Dubai Sports City,dubai-sports-city,4 B/R,4-bedroom apartments,4-bedroom,5,low,4150000.0,2303.38,1694.56,262500.0,136,,
Dubai Maritime City,dubai-maritime-city,Studio,Studios,studio,787,ok,1377000.0,3387.17,409.78,64826.0,13,,https://datadubai.ae/communities/dubai-maritime-city/studio/
Dubai Maritime City,dubai-maritime-city,1 B/R,1-bedroom apartments,1-bedroom,1736,ok,2463000.0,3126.89,776.29,96250.0,42,5.38,https://datadubai.ae/communities/dubai-maritime-city/1-bedroom/
Dubai Maritime City,dubai-maritime-city,2 B/R,2-bedroom apartments,2-bedroom,691,ok,4127665.0,2931.98,1424.6,135000.0,40,,https://datadubai.ae/communities/dubai-maritime-city/2-bedroom/
Dubai Maritime City,dubai-maritime-city,3 B/R,3-bedroom apartments,3-bedroom,138,ok,5882585.0,3057.14,1997.78,235000.0,10,,https://datadubai.ae/communities/dubai-maritime-city/3-bedroom/
Dubai Maritime City,dubai-maritime-city,4 B/R,4-bedroom apartments,4-bedroom,15,low,,4240.35,3059.53,,0,,
Dubai South Residential District,dubai-south-residential-district,Studio,Studios,studio,483,ok,540000.0,1292.58,406.88,40000.0,1211,8.33,https://datadubai.ae/communities/dubai-south-residential-district/studio/
Dubai South Residential District,dubai-south-residential-district,1 B/R,1-bedroom apartments,1-bedroom,1244,ok,1020000.0,1387.77,779.85,52500.0,1702,7.19,https://datadubai.ae/communities/dubai-south-residential-district/1-bedroom/
Dubai South Residential District,dubai-south-residential-district,2 B/R,2-bedroom apartments,2-bedroom,1152,ok,1472677.0,1327.05,1134.73,80000.0,990,7.14,https://datadubai.ae/communities/dubai-south-residential-district/2-bedroom/
Dubai South Residential District,dubai-south-residential-district,3 B/R,3-bedroom apartments,3-bedroom,204,ok,2263104.0,1402.04,1580.46,145000.0,263,4.74,https://datadubai.ae/communities/dubai-south-residential-district/3-bedroom/
Dubai South Residential District,dubai-south-residential-district,4 B/R,4-bedroom apartments,4-bedroom,141,ok,4180000.0,1196.48,3483.2,190000.0,249,4.52,https://datadubai.ae/communities/dubai-south-residential-district/4-bedroom/
Dubai South Residential District,dubai-south-residential-district,5 B/R,5-bedroom apartments,5-bedroom,67,ok,5175000.0,1214.61,4219.45,250000.0,39,4.59,https://datadubai.ae/communities/dubai-south-residential-district/5-bedroom/
DownTown Dubai,downtown-dubai,Studio,Studios,studio,505,ok,1782499.0,3838.79,461.77,75000.0,572,6.19,https://datadubai.ae/communities/downtown-dubai/studio/
DownTown Dubai,downtown-dubai,1 B/R,1-bedroom apartments,1-bedroom,970,ok,2375000.0,2737.21,879.95,115000.0,4104,5.26,https://datadubai.ae/communities/downtown-dubai/1-bedroom/
DownTown Dubai,downtown-dubai,2 B/R,2-bedroom apartments,2-bedroom,1027,ok,3950000.0,2802.15,1347.96,180000.0,3374,4.86,https://datadubai.ae/communities/downtown-dubai/2-bedroom/
DownTown Dubai,downtown-dubai,3 B/R,3-bedroom apartments,3-bedroom,353,ok,6000000.0,3190.77,2019.74,300000.0,974,5.22,https://datadubai.ae/communities/downtown-dubai/3-bedroom/
DownTown Dubai,downtown-dubai,4 B/R,4-bedroom apartments,4-bedroom,75,ok,10600404.0,3910.17,5130.19,1375000.0,64,11.46,https://datadubai.ae/communities/downtown-dubai/4-bedroom/
DownTown Dubai,downtown-dubai,5 B/R,5-bedroom apartments,5-bedroom,13,low,,2915.2,7058.97,1932319.0,8,,
Al Furjan,al-furjan,Studio,Studios,studio,664,ok,552000.0,1531.15,372.0,47000.0,1463,8.79,https://datadubai.ae/communities/al-furjan/studio/
Al Furjan,al-furjan,1 B/R,1-bedroom apartments,1-bedroom,648,ok,1105000.0,1387.05,807.51,68970.0,2007,6.9,https://datadubai.ae/communities/al-furjan/1-bedroom/
Al Furjan,al-furjan,2 B/R,2-bedroom apartments,2-bedroom,743,ok,1723470.0,1326.18,1286.29,100000.0,1370,6.34,https://datadubai.ae/communities/al-furjan/2-bedroom/
Al Furjan,al-furjan,3 B/R,3-bedroom apartments,3-bedroom,287,ok,2351910.0,1355.06,1803.28,170700.0,900,7.0,https://datadubai.ae/communities/al-furjan/3-bedroom/
Al Furjan,al-furjan,4 B/R,4-bedroom apartments,4-bedroom,72,ok,4050000.0,1826.11,2403.64,260000.0,656,6.5,https://datadubai.ae/communities/al-furjan/4-bedroom/
Al Furjan,al-furjan,5 B/R,5-bedroom apartments,5-bedroom,1,insufficient,,,,380000.0,137,,
Down Town Jabal Ali,down-town-jabal-ali,Studio,Studios,studio,1494,ok,601000.0,1733.69,352.25,45000.0,437,8.41,https://datadubai.ae/communities/down-town-jabal-ali/studio/
Down Town Jabal Ali,down-town-jabal-ali,1 B/R,1-bedroom apartments,1-bedroom,704,ok,1003325.0,1466.73,679.85,58000.0,370,8.92,https://datadubai.ae/communities/down-town-jabal-ali/1-bedroom/
Down Town Jabal Ali,down-town-jabal-ali,2 B/R,2-bedroom apartments,2-bedroom,207,ok,1594671.0,1399.88,1122.46,78000.0,95,,https://datadubai.ae/communities/down-town-jabal-ali/2-bedroom/
Down Town Jabal Ali,down-town-jabal-ali,3 B/R,3-bedroom apartments,3-bedroom,52,ok,2165243.0,1339.51,1633.1,90000.0,30,,https://datadubai.ae/communities/down-town-jabal-ali/3-bedroom/
Down Town Jabal Ali,down-town-jabal-ali,4 B/R,4-bedroom apartments,4-bedroom,1,insufficient,,,,,1,,
Silicon Oasis,silicon-oasis,Studio,Studios,studio,582,ok,660520.0,1537.29,426.9,40425.0,3426,8.75,https://datadubai.ae/communities/silicon-oasis/studio/
Silicon Oasis,silicon-oasis,1 B/R,1-bedroom apartments,1-bedroom,1128,ok,881870.0,1019.48,784.1,54000.0,8319,7.52,https://datadubai.ae/communities/silicon-oasis/1-bedroom/
Silicon Oasis,silicon-oasis,2 B/R,2-bedroom apartments,2-bedroom,582,ok,1550000.0,1302.03,1211.37,75000.0,3071,5.87,https://datadubai.ae/communities/silicon-oasis/2-bedroom/
Silicon Oasis,silicon-oasis,3 B/R,3-bedroom apartments,3-bedroom,121,ok,2039000.0,1102.15,1643.11,110000.0,560,7.27,https://datadubai.ae/communities/silicon-oasis/3-bedroom/
Silicon Oasis,silicon-oasis,4 B/R,4-bedroom apartments,4-bedroom,5,low,3148800.0,1282.81,2650.07,125000.0,23,,
City Of Arabia,city-of-arabia,Studio,Studios,studio,1787,ok,591000.0,1722.28,340.35,,1,,https://datadubai.ae/communities/city-of-arabia/studio/
City Of Arabia,city-of-arabia,1 B/R,1-bedroom apartments,1-bedroom,634,ok,1036000.0,1529.79,715.37,50500.0,14,,https://datadubai.ae/communities/city-of-arabia/1-bedroom/
City Of Arabia,city-of-arabia,2 B/R,2-bedroom apartments,2-bedroom,125,ok,2123000.0,1555.04,1275.85,,3,,https://datadubai.ae/communities/city-of-arabia/2-bedroom/
City Of Arabia,city-of-arabia,3 B/R,3-bedroom apartments,3-bedroom,13,low,2236410.0,1440.27,1756.78,,0,,
Dubai Hills Estate,dubai-hills-estate,Studio,Studios,studio,47,ok,940000.0,2071.83,424.31,73000.0,111,7.77,https://datadubai.ae/communities/dubai-hills-estate/studio/
Dubai Hills Estate,dubai-hills-estate,1 B/R,1-bedroom apartments,1-bedroom,1198,ok,1716130.0,2332.21,734.96,90000.0,2183,5.96,https://datadubai.ae/communities/dubai-hills-estate/1-bedroom/
Dubai Hills Estate,dubai-hills-estate,2 B/R,2-bedroom apartments,2-bedroom,941,ok,2703888.0,2391.42,1119.45,140612.5,1822,5.74,https://datadubai.ae/communities/dubai-hills-estate/2-bedroom/
Dubai Hills Estate,dubai-hills-estate,3 B/R,3-bedroom apartments,3-bedroom,325,ok,4400000.0,2543.78,1743.86,247500.0,411,6.27,https://datadubai.ae/communities/dubai-hills-estate/3-bedroom/
Dubai Hills Estate,dubai-hills-estate,4 B/R,4-bedroom apartments,4-bedroom,5,low,,2576.26,3722.38,,3,,
Dubai Marina,dubai-marina,Studio,Studios,studio,204,ok,1245000.0,2624.31,445.95,63000.0,1052,5.94,https://datadubai.ae/communities/dubai-marina/studio/
Dubai Marina,dubai-marina,1 B/R,1-bedroom apartments,1-bedroom,965,ok,1650000.0,2035.39,826.78,90000.0,6307,5.71,https://datadubai.ae/communities/dubai-marina/1-bedroom/
Dubai Marina,dubai-marina,2 B/R,2-bedroom apartments,2-bedroom,690,ok,2600000.0,1913.26,1330.53,140000.0,4709,5.49,https://datadubai.ae/communities/dubai-marina/2-bedroom/
Dubai Marina,dubai-marina,3 B/R,3-bedroom apartments,3-bedroom,279,ok,4250000.0,1854.75,2018.66,215000.0,1363,5.38,https://datadubai.ae/communities/dubai-marina/3-bedroom/
Dubai Marina,dubai-marina,4 B/R,4-bedroom apartments,4-bedroom,77,ok,4242500.0,1689.31,3179.23,290000.0,192,7.73,https://datadubai.ae/communities/dubai-marina/4-bedroom/
Dubai Marina,dubai-marina,5 B/R,5-bedroom apartments,5-bedroom,6,low,,1759.73,4610.99,350000.0,25,,
TOWN SQUARE,town-square,Studio,Studios,studio,76,ok,560000.0,1608.45,346.38,42000.0,324,7.6,https://datadubai.ae/communities/town-square/studio/
TOWN SQUARE,town-square,1 B/R,1-bedroom apartments,1-bedroom,727,ok,1040888.0,1627.57,633.67,60000.0,1716,7.22,https://datadubai.ae/communities/town-square/1-bedroom/
TOWN SQUARE,town-square,2 B/R,2-bedroom apartments,2-bedroom,1006,ok,1515888.0,1501.8,969.51,85000.0,1712,6.47,https://datadubai.ae/communities/town-square/2-bedroom/
TOWN SQUARE,town-square,3 B/R,3-bedroom apartments,3-bedroom,371,ok,2750000.0,1408.97,1882.72,144000.0,1984,5.18,https://datadubai.ae/communities/town-square/3-bedroom/
TOWN SQUARE,town-square,4 B/R,4-bedroom apartments,4-bedroom,86,ok,3500000.0,1204.21,2880.85,175000.0,448,5.0,https://datadubai.ae/communities/town-square/4-bedroom/
DAMAC Lagoons,damac-lagoons,Studio,Studios,studio,805,ok,734000.0,1911.56,384.06,,0,,https://datadubai.ae/communities/damac-lagoons/studio/
DAMAC Lagoons,damac-lagoons,1 B/R,1-bedroom apartments,1-bedroom,517,ok,1256000.0,1665.63,758.43,,0,,https://datadubai.ae/communities/damac-lagoons/1-bedroom/
DAMAC Lagoons,damac-lagoons,2 B/R,2-bedroom apartments,2-bedroom,156,ok,1834000.0,1571.13,1164.66,,0,,https://datadubai.ae/communities/damac-lagoons/2-bedroom/
Wasl Gate,wasl-gate,Studio,Studios,studio,372,ok,667029.0,1600.0,417.05,50000.0,13,,https://datadubai.ae/communities/wasl-gate/studio/
Wasl Gate,wasl-gate,1 B/R,1-bedroom apartments,1-bedroom,740,ok,1108679.0,1521.6,787.06,61500.0,106,,https://datadubai.ae/communities/wasl-gate/1-bedroom/
Wasl Gate,wasl-gate,2 B/R,2-bedroom apartments,2-bedroom,756,ok,1741500.0,1432.89,1233.76,77107.0,227,7.18,https://datadubai.ae/communities/wasl-gate/2-bedroom/
Wasl Gate,wasl-gate,3 B/R,3-bedroom apartments,3-bedroom,115,ok,2800000.0,1549.87,1792.73,100000.0,45,,https://datadubai.ae/communities/wasl-gate/3-bedroom/
Wasl Gate,wasl-gate,4 B/R,4-bedroom apartments,4-bedroom,4,insufficient,,,,,0,,
Meydan Racecourse Community,meydan-racecourse-community,Studio,Studios,studio,1048,ok,1374000.0,3579.07,386.85,55500.0,8,,https://datadubai.ae/communities/meydan-racecourse-community/studio/
